sonde,hr,tem,u_wind,v_wind,sid,sshs,rmw,quad,dist,duct
data/sondes/qc/HURR1_/g061329026QC.nc,0.00278908413775391,208.91000213623045,16.160988,2.180609,2010176N16278,0.0,20.0,1,775.5176132527565,False
data/sondes/qc/HURR1_/g062249085QC.nc,0.0021757590559622025,207.85999908447263,21.188759,-5.6499357,2010176N16278,0.0,20.0,1,953.7877271360454,False
data/sondes/qc/HURR1_/g062439050QC.nc,0.0029475995777603786,207.9899963378906,-13.962467,-6.022393,2010176N16278,0.0,20.0,2,332.6639962548186,False
data/sondes/qc/HURR1_/g062839159QC.nc,0.0041327504866542925,211.49999847412107,-2.2780147,-3.030307,2010176N16278,1.0,15.0,3,236.78083817593972,False
data/sondes/qc/HURR1_/g062839205QC.nc,0.0027910964752236125,208.20999755859373,8.223045,11.364375,2010176N16278,0.0,20.0,2,571.5513600262734,False
data/sondes/qc/HURR1_/g062839207QC.nc,0.00299611291743789,207.4699996948242,16.06967,-22.676825,2010176N16278,1.0,15.0,1,1092.1338940055186,True
data/sondes/qc/HURR1_/g062859104QC.nc,0.0039212016992052545,210.83000030517576,2.5978184,-1.7620279,2010176N16278,0.0,20.0,2,576.2359000516004,False
data/sondes/qc/HURR1_/g062919057QC.nc,0.0028861182463009983,208.09000244140623,10.281402,0.63509023,2010176N16278,0.0,20.0,2,571.972883020216,False
data/sondes/qc/HURR1_/g062929102QC.nc,0.006800925531221909,218.10000076293943,10.343476,-12.491346,2010176N16278,1.0,15.0,1,704.5417565897076,True
data/sondes/qc/HURR1_/g062929119QC.nc,0.0027645254765610336,207.76000061035154,-3.6442068,3.1491272,2010176N16278,0.0,20.0,2,289.8780786524885,False
data/sondes/qc/HURR1_/g062939036QC.nc,0.0022417485727183237,207.28999938964841,24.322054,2.7639127,2010176N16278,0.0,20.0,1,758.8190634592469,True
data/sondes/qc/HURR1_/g062939090QC.nc,0.004291165995298821,211.3700012207031,-4.4305973,-2.4559503,2010176N16278,0.0,20.0,3,469.7244759168919,False
data/sondes/qc/HURR1_/g062939096QC.nc,0.002883520598692515,207.92999877929685,3.7936835,0.23210175,2010176N16278,0.0,20.0,2,324.61265773980114,False
data/sondes/qc/HURR1_/g062939102QC.nc,0.002771150020527153,208.70999755859373,11.882314,17.019375,2010176N16278,0.0,20.0,2,580.6764212566004,False
data/sondes/qc/HURR1_/g062939104QC.nc,0.0027107695781218976,208.05000152587888,20.099583,2.0609026,2010176N16278,0.0,20.0,1,595.3560675978595,False
data/sondes/qc/HURR1_/g062939105QC.nc,0.011643861584680016,223.960001373291,-3.36823,-11.661212,2010176N16278,0.0,20.0,1,958.872850907972,True
data/sondes/qc/HURR1_/g071539058QC.nc,0.33842017094628907,284.95000019073484,-2.9628792,0.8604364,2009171N15264,0.0,30.0,1,2035.5061923155283,True
data/sondes/qc/HURR1_/g081939366QC.nc,0.003894078836043049,212.92000045776365,0.22463672,0.34357557,2010198N15123,0.0,15.0,2,14901.208562324458,True
data/sondes/qc/HURR1_/g082029096QC.nc,0.002340571209332373,206.28999938964841,-6.1548796,6.058507,2010203N22286,0.0,35.0,4,306.95855867689824,True
data/sondes/qc/HURR1_/g082029180QC.nc,0.004720177606375029,219.44999923706052,-10.1179285,8.253892,2010198N15123,1.0,15.0,2,14453.617043505645,True
data/sondes/qc/HURR1_/g082029282QC.nc,0.0019609456940062023,211.6299995422363,-6.5147424,-3.8735092,2010188N21269,-1.0,62.0,1,1110.820238706058,True
data/sondes/qc/HURR1_/g082029306QC.nc,0.0017470858774932315,209.51999893188474,-8.057941,-2.224597,2010188N21269,-1.0,62.0,1,845.2707063537032,True
data/sondes/qc/HURR1_/g082119150QC.nc,0.004731700294552679,215.76999893188474,-14.327818,-12.917935,2010198N15123,1.0,15.0,2,14363.28103012305,True
data/sondes/qc/HURR1_/g082119151QC.nc,0.004693815632492843,220.210001373291,-13.643928,-10.962405,2010198N15123,1.0,15.0,2,14528.685729958297,True
data/sondes/qc/HURR1_/g082119232QC.nc,0.001755913426082736,207.2399963378906,-0.06521725,-3.4792674,2010188N21269,-1.0,65.0,1,482.84778600722643,False
data/sondes/qc/HURR1_/g082119266QC.nc,0.0018267730417529165,210.35000076293943,-8.783363,-0.23990877,2010188N21269,-1.0,62.0,1,936.0892308921267,True
data/sondes/qc/HURR1_/g082119277QC.nc,0.0022149703135226706,211.24000015258787,-9.469006,-7.7715516,2010188N21269,-1.0,65.0,1,466.8051310070536,True
data/sondes/qc/HURR1_/g082119312QC.nc,0.0030554695923673105,213.8799995422363,10.460451,7.581493,2010198N15123,1.0,15.0,2,14795.157908723088,True
data/sondes/qc/HURR1_/g082149342QC.nc,0.0030862900875946605,210.74999847412107,12.057478,4.475206,2010198N15123,1.0,15.0,2,15202.344651664664,False
data/sondes/qc/HURR1_/g082149381QC.nc,0.001489287514367689,209.74000015258787,-8.32557,-10.04675,2010188N21269,-1.0,65.0,1,717.1009423695152,False
data/sondes/qc/HURR1_/g082149469QC.nc,0.0024898370865561893,210.460001373291,-13.305736,-5.453181,2010188N21269,-1.0,65.0,1,416.36604653324235,True
data/sondes/qc/HURR1_/g083219060QC.nc,0.004451166593389936,216.6299995422363,0.82391983,14.518455,2010198N15123,1.0,15.0,2,14872.006926432052,False
data/sondes/qc/HURR1_/g083259049QC.nc,0.002180219132456157,212.08999862670896,-0.7034138,15.407333,2010198N15123,1.0,15.0,2,15033.892601334686,False
data/sondes/qc/HURR1_/g083259167QC.nc,0.0029733209089168435,211.74999847412107,-2.718534,12.93514,2010198N15123,1.0,15.0,2,15059.282529373335,True
data/sondes/qc/HURR1_/g083259192QC.nc,0.004557004554663394,219.39000167846677,-12.543183,-5.6978383,2010198N15123,1.0,15.0,2,14440.882796252912,True
data/sondes/qc/HURR1_/g084419014QC.nc,0.002952878780508378,213.19000091552732,-1.4136124,6.378582,2010198N15123,1.0,15.0,2,14688.013503202536,True
data/sondes/qc/HURR1_/g084419075QC.nc,0.003185511219221408,211.10000076293943,11.5405445,8.443045,2010198N15123,1.0,15.0,2,14895.055618056234,True
data/sondes/qc/HURR1_/g084419093QC.nc,0.0023979674068838226,211.1200012207031,-0.6905102,9.074746,2010198N15123,1.0,15.0,2,15173.569430772912,False
data/sondes/qc/HURR1_/g084429017QC.nc,0.004770838105369916,213.8700012207031,-4.972072,-10.740697,2010198N15123,0.0,15.0,2,14753.389097861935,True
data/sondes/qc/HURR1_/g084439029QC.nc,0.0030477349918501934,212.10999908447263,6.000695,7.6082525,2010198N15123,1.0,15.0,2,14944.864759674965,True
data/sondes/qc/HURR1_/g084439090QC.nc,0.003921042277297323,216.58000030517576,-18.642315,-6.6306753,2010203N22286,0.0,35.0,2,1274.1539610938632,True
data/sondes/qc/HURR1_/g084919037QC.nc,0.0042915815781848785,217.42999877929685,-26.415632,-9.177981,2010203N22286,0.0,35.0,2,1153.4525481716369,True
data/sondes/qc/HURR1_/g084919060QC.nc,0.0038634238774634907,207.27999725341795,-2.4465666,8.830627,2010176N16278,1.0,15.0,1,544.5112068601944,True
data/sondes/qc/HURR1_/g084919089QC.nc,0.0025782603192648873,208.6399978637695,-6.318177,8.537838,2010203N22286,0.0,35.0,1,358.932876692195,False
data/sondes/qc/HURR1_/g084919104QC.nc,0.0038929964714916263,213.7800010681152,-3.2277515,-1.3671132,2010198N15123,0.0,15.0,2,14983.128655477873,True
data/sondes/qc/HURR1_/g084919130QC.nc,,207.66999664306638,4.947841,0.3307587,2010176N16278,1.0,15.0,1,571.3742392605191,False
data/sondes/qc/HURR1_/g084919244QC.nc,0.002399539905301348,206.34999694824216,-5.6911583,5.0517025,2010198N15123,1.0,15.0,3,15415.655888504356,False
data/sondes/qc/HURR1_/g091459035QC.nc,0.0035909890727852485,207.67999877929685,8.243408,13.925864,2010176N16278,1.0,15.0,2,599.6074833554406,False
data/sondes/qc/HURR1_/g091459037QC.nc,0.0025084401020789454,209.67999877929685,-10.412701,-7.0906167,2010188N21269,-1.0,65.0,4,356.7016549782682,False
data/sondes/qc/HURR1_/g091459039QC.nc,0.002765882773705048,208.81000366210935,-9.108014,4.2197676,2010188N21269,-1.0,65.0,4,214.47922104577822,False
data/sondes/qc/HURR1_/g091459042QC.nc,0.0025735029552259314,212.49000015258787,1.8492305,-11.013207,2010188N21269,-1.0,65.0,4,609.8797551539849,False
data/sondes/qc/HURR1_/g091459044QC.nc,0.0031332311486658936,211.2800010681152,-4.8256297,-5.95729,2010188N21269,-1.0,65.0,4,560.1480433275484,True
data/sondes/qc/HURR1_/g091459045QC.nc,0.0019667540458818697,210.1200012207031,3.6489053,-13.149192,2010188N21269,-1.0,65.0,4,379.8962927383269,False
data/sondes/qc/HURR1_/g091459078QC.nc,,207.8700012207031,6.5388484,5.7750893,2010176N16278,1.0,15.0,1,612.2016696667365,False
data/sondes/qc/HURR1_/g091459173QC.nc,,211.53999938964841,-0.53596884,-5.8817244,2010176N16278,1.0,15.0,3,277.3460742166052,False
data/sondes/qc/HURR1_/g091459216QC.nc,0.0033030682578276825,214.89999999999998,7.5310845,-14.769556,2010188N21269,-1.0,65.0,4,873.0621985663138,True
data/sondes/qc/HURR1_/g091849001QC.nc,0.002751705473813819,214.76999893188474,8.112496,26.624136,2010236N12341,4.0,17.0,2,575.4057904790203,True
data/sondes/qc/HURR1_/g091849002QC.nc,0.001798944334259199,206.94000091552732,-6.0522957,3.426364,2010236N12341,2.0,30.0,4,363.66997984300474,False
data/sondes/qc/HURR1_/g091849005QC.nc,0.0024077774172259416,209.17999877929685,-4.918258,-9.938201,2010236N12341,2.0,30.0,1,577.8161550025143,True
data/sondes/qc/HURR1_/g091849016QC.nc,0.0016046263832803402,213.01000061035154,8.44047,12.215888,2010236N12341,3.0,20.0,2,317.20439125445546,False
data/sondes/qc/HURR1_/g091849022QC.nc,0.00841465723330747,217.23000183105466,1.2893345,-14.586313,2010236N12341,4.0,20.0,4,482.93873507795877,False
data/sondes/qc/HURR1_/g091849023QC.nc,0.0017383148628724338,206.66999664306638,-1.5256326,-3.331873,2010236N12341,2.0,30.0,4,444.4849741247418,True
data/sondes/qc/HURR1_/g091849028QC.nc,0.00173896660542322,207.42999877929685,-3.2049832,-5.1500897,2010236N12341,2.0,30.0,4,387.77073191545855,False
data/sondes/qc/HURR1_/g091849030QC.nc,0.0034979274958973077,212.58999862670896,-3.6950564,29.06969,2010236N12341,2.0,25.0,1,406.277480135022,False
data/sondes/qc/HURR1_/g091849031QC.nc,0.00197512906777248,211.0300010681152,-2.9585435,19.200354,2010236N12341,4.0,15.0,3,195.64515529262465,False
data/sondes/qc/HURR1_/g091849032QC.nc,0.0027640421454414002,211.8099998474121,16.079239,17.646824,2010236N12341,3.0,20.0,1,597.8549247544091,False
data/sondes/qc/HURR1_/g091849033QC.nc,0.0028192083477920644,209.44999923706052,-10.637977,14.479527,2010236N12341,4.0,20.0,1,241.54781083040297,True
data/sondes/qc/HURR1_/g091849044QC.nc,0.004419658814387257,208.30000152587888,-1.7966453,0.45770124,2010176N16278,1.0,15.0,2,248.84270359585912,False
data/sondes/qc/HURR1_/g091849046QC.nc,0.0029986670044606163,207.64999999999998,20.337852,-19.560644,2010176N16278,1.0,15.0,1,1025.6556614614385,True
data/sondes/qc/HURR1_/g091849047QC.nc,0.0021470761836556488,208.66000213623045,-2.1057801,-9.125328,2010236N12341,2.0,30.0,1,681.6320876364272,True
data/sondes/qc/HURR1_/g091849048QC.nc,0.0016204791146727745,204.56000366210935,-18.275776,-10.233838,2010236N12341,0.0,20.0,4,361.0184115348662,True
data/sondes/qc/HURR1_/g091849053QC.nc,0.0034237836806687853,214.5699981689453,-7.1856656,-3.2647982,2010236N12341,2.0,25.0,2,406.0509789934987,True
data/sondes/qc/HURR1_/g091849054QC.nc,0.008366733961132874,216.49000015258787,-23.801233,2.3021204,2010236N12341,2.0,25.0,1,117.28707677236338,False
data/sondes/qc/HURR1_/g091849056QC.nc,0.002135770390695297,212.26999893188474,19.30995,17.023802,2010236N12341,3.0,20.0,1,736.3304894298786,False
data/sondes/qc/HURR1_/g091849057QC.nc,0.0034729794173174243,208.13000335693357,13.976563,-1.6868995,2010176N16278,1.0,15.0,1,679.6543966381173,False
data/sondes/qc/HURR1_/g091849103QC.nc,0.004308772827324021,208.10999908447263,18.559929,3.666853,2010176N16278,1.0,15.0,1,747.7146566809487,False
data/sondes/qc/HURR1_/g091849107QC.nc,,209.3799995422363,6.0636005,6.2786136,2010176N16278,1.0,15.0,1,394.1136092846022,False
data/sondes/qc/HURR1_/g091849122QC.nc,0.008710999023839216,215.3799995422363,-14.325181,-1.9098309,2010236N12341,2.0,25.0,2,73.48379053426318,False
data/sondes/qc/HURR1_/g091849125QC.nc,0.005850661769204435,215.80000152587888,-12.943538,5.9802766,2010236N12341,2.0,25.0,2,192.59580542423188,False
data/sondes/qc/HURR1_/g091849137QC.nc,0.002362666071993994,209.09999694824216,1.6534064,10.46282,2010236N12341,4.0,20.0,1,359.65941219579094,False
data/sondes/qc/HURR1_/g091849146QC.nc,0.006791529718684732,212.710001373291,-8.865928,11.223398,2010236N12341,2.0,30.0,1,317.6537797596009,False
data/sondes/qc/HURR1_/g091849147QC.nc,0.00228798559020956,213.17999877929685,19.201244,11.388013,2010236N12341,3.0,20.0,1,768.8300468819552,True
data/sondes/qc/HURR1_/g091849153QC.nc,0.0031390236660792385,214.3799995422363,0.6142282,17.83058,2010198N15123,1.0,15.0,2,14685.851791458244,True
data/sondes/qc/HURR1_/g091849163QC.nc,0.003535364100974253,217.99999847412107,-15.284312,21.44607,2010236N12341,3.0,15.0,3,322.37793777787795,False
data/sondes/qc/HURR1_/g091849225QC.nc,0.0057941058456543945,216.80000152587888,5.055287,-14.530657,2010176N16278,1.0,15.0,1,977.9007681339293,False
data/sondes/qc/HURR1_/g091849237QC.nc,0.0034490499129786086,208.60999908447263,22.066721,-7.2962823,2010176N16278,1.0,15.0,1,819.2561783650877,False
data/sondes/qc/HURR1_/g091849245QC.nc,0.006691868895781813,218.24999847412107,9.296943,-9.550725,2010176N16278,1.0,15.0,1,593.3859526628298,False
data/sondes/qc/HURR1_/g091849256QC.nc,0.0028302657280125793,208.91999664306638,7.7527566,3.4660757,2010176N16278,0.0,20.0,2,579.1158981449236,True
data/sondes/qc/HURR1_/g091849285QC.nc,0.002824321085992328,211.960001373291,1.30064,7.900004,2010198N15123,1.0,15.0,2,14794.058514041457,True
data/sondes/qc/HURR1_/g091849297QC.nc,0.0037718115495032852,213.10999908447263,-11.156352,9.309185,2010236N12341,2.0,25.0,1,297.31006466455284,False
data/sondes/qc/HURR1_/g091849307QC.nc,0.0035734293409303564,210.3700012207031,-4.9765544,3.4886231,2010236N12341,2.0,30.0,1,453.7163882730702,True
data/sondes/qc/HURR1_/g091849308QC.nc,0.0044867864340334155,218.2800010681152,-11.294714,6.717506,2010198N15123,1.0,15.0,2,14646.307845063733,True
data/sondes/qc/HURR1_/g091849309QC.nc,0.004862665394761475,212.99000015258787,3.338957,-1.4593592,2010176N16278,1.0,15.0,4,481.9191686031291,False
data/sondes/qc/HURR1_/g091849315QC.nc,0.0012897384506472297,206.20999755859373,7.741857,-3.3146276,2010236N12341,0.0,25.0,4,553.3650566689546,False
data/sondes/qc/HURR1_/g091929019QC.nc,0.0020111309458175743,207.67999877929685,-15.972569,-26.052849,2010236N12341,2.0,30.0,1,483.2831119549958,False
data/sondes/qc/HURR1_/g091929028QC.nc,0.003769543955241059,211.1200012207031,5.1117806,11.713478,2010236N12341,3.0,20.0,1,466.1278791515771,False
data/sondes/qc/HURR1_/g091929046QC.nc,0.004984545503710789,212.8799995422363,-11.434072,-1.8065624,2010236N12341,4.0,20.0,3,94.51310793280732,False
data/sondes/qc/HURR1_/g091929056QC.nc,0.0016625273365701858,207.08000030517576,-0.7208019,2.2885745,2010236N12341,2.0,30.0,4,352.69947307687517,False
data/sondes/qc/HURR1_/g091929061QC.nc,0.0016944759480034867,208.2000030517578,-19.648827,-6.4458137,2010236N12341,0.0,25.0,1,317.17383421923427,False
data/sondes/qc/HURR1_/g091929064QC.nc,,,-25.790894,-8.259907,2010203N22286,0.0,35.0,4,8742.779100384574,False
data/sondes/qc/HURR1_/g091959025QC.nc,0.0018066893488670808,207.39999999999998,-3.9779236,-1.8036445,2010236N12341,2.0,30.0,4,352.2915362492267,False
data/sondes/qc/HURR1_/g091959027QC.nc,0.005620920589694831,215.17000045776365,-6.639398,5.6708922,2010236N12341,2.0,25.0,2,303.0081842098217,True
data/sondes/qc/HURR1_/g091959028QC.nc,0.0011242801300092677,205.020002746582,4.639468,-8.195851,2010236N12341,0.0,25.0,4,564.5932643866215,False
data/sondes/qc/HURR1_/g091959030QC.nc,0.0013888878982801776,205.35999908447263,-19.905903,-13.571327,2010236N12341,0.0,20.0,4,473.95221020984957,True
data/sondes/qc/HURR1_/g091959032QC.nc,0.007885286142718908,216.7199996948242,-19.99873,0.54522175,2010236N12341,2.0,25.0,3,270.7848139959738,True
data/sondes/qc/HURR1_/g091959033QC.nc,0.01095852710840222,217.42999877929685,-22.366922,-2.128654,2010236N12341,2.0,25.0,3,176.77826448859258,False
data/sondes/qc/HURR1_/g091959048QC.nc,0.0024731522637327866,206.7199996948242,5.6404576,11.040142,2010198N15123,1.0,15.0,3,15398.785976567873,False
data/sondes/qc/HURR1_/g091959065QC.nc,0.0037549718457953133,214.0300010681152,7.17065,11.368659,2010198N15123,1.0,15.0,2,14879.959575644862,False
data/sondes/qc/HURR1_/g091959066QC.nc,0.00394402525253386,215.5300010681152,-15.119531,10.711193,2010198N15123,1.0,15.0,2,14466.349518147574,True
data/sondes/qc/HURR1_/g091959094QC.nc,0.003993780334946905,217.01999893188474,-15.946487,-17.119896,2010198N15123,1.0,15.0,2,14401.10630615493,True
data/sondes/qc/HURR1_/g091959106QC.nc,0.004672860787904591,208.70999755859373,3.7530656,6.7721725,2010176N16278,1.0,15.0,1,397.904518890765,False
data/sondes/qc/HURR1_/g091959116QC.nc,0.0014699319044847114,205.84999694824216,-12.021418,-14.701868,2010236N12341,0.0,25.0,4,495.16705622695224,True
data/sondes/qc/HURR1_/g092329007QC.nc,,226.2800010681152,-2.211688,-12.359074,2010236N12341,2.0,25.0,4,362.40780503475446,False
data/sondes/qc/HURR1_/g092329010QC.nc,0.01029254366998165,217.710001373291,-15.35924,-10.977556,2010236N12341,2.0,25.0,4,57.87006798556751,False
data/sondes/qc/HURR1_/g092329013QC.nc,0.005756374836477426,215.83999862670896,-2.007756,-9.127479,2010236N12341,4.0,20.0,4,280.5629306426943,False
data/sondes/qc/HURR1_/g092329014QC.nc,0.0018252626664622806,210.44000091552732,22.148193,45.771458,2010236N12341,3.0,20.0,2,171.74706772631254,False
data/sondes/qc/HURR1_/g092329015QC.nc,0.0028022903877249886,215.5599998474121,18.128841,25.505173,2010236N12341,4.0,17.0,2,769.4049426982272,True
data/sondes/qc/HURR1_/g092329021QC.nc,0.00537492521108125,215.42000045776365,-5.642723,-14.813677,2010236N12341,4.0,20.0,4,439.4725471937461,True
data/sondes/qc/HURR1_/g092329022QC.nc,0.007267224383832294,216.89000167846677,-4.7246914,-13.7219715,2010236N12341,4.0,20.0,4,543.3398097372694,True
data/sondes/qc/HURR1_/g092329023QC.nc,0.007710708137750417,217.960001373291,2.3680756,1.9134085,2010236N12341,4.0,20.0,4,391.09781579741485,True
data/sondes/qc/HURR1_/g092329055QC.nc,0.001504922961446592,207.91999664306638,-21.431288,-15.606075,2010236N12341,0.0,25.0,1,472.6801533175365,True
data/sondes/qc/HURR1_/g092329056QC.nc,0.002406289694485203,211.85000076293943,-2.5967574,3.1370597,2010236N12341,3.0,20.0,2,519.4304410210333,False
data/sondes/qc/HURR1_/g092329058QC.nc,,,9.138347,0.17384529,2010176N16278,1.0,15.0,4,10490.703717425857,True
data/sondes/qc/HURR1_/g092329071QC.nc,0.006515750018349696,216.960001373291,10.846376,-17.19938,2010176N16278,1.0,15.0,1,940.7525177942968,False
data/sondes/qc/HURR1_/g092329072QC.nc,0.0019370324420031778,207.34000244140623,-16.20173,-24.474512,2010236N12341,0.0,25.0,1,751.1159802177971,True
data/sondes/qc/HURR1_/g092329083QC.nc,0.00428738152161986,212.960001373291,-18.38766,5.2570233,2010236N12341,2.0,25.0,1,216.95794811195591,False
data/sondes/qc/HURR1_/g092329093QC.nc,0.004102835447061256,213.17000045776365,-8.379926,-1.794756,2010236N12341,4.0,20.0,3,291.4197464839416,False
data/sondes/qc/HURR1_/g092329094QC.nc,0.0019005920863840954,206.92999877929685,-6.751834,-6.4986234,2010236N12341,2.0,30.0,4,480.93024943246337,False
data/sondes/qc/HURR1_/g092329097QC.nc,0.0040951690843024306,211.17000045776365,0.8655355,6.8766756,2010236N12341,3.0,20.0,4,528.6681982178675,True
data/sondes/qc/HURR1_/g092329101QC.nc,0.003936094435993479,214.17999877929685,-16.463764,12.496165,2010203N22286,0.0,35.0,2,385.8410311290722,True
data/sondes/qc/HURR1_/g092329102QC.nc,0.0025924956680212943,213.39999999999998,-4.5169735,8.887553,2010236N12341,4.0,15.0,1,288.86434727891,False
data/sondes/qc/HURR1_/g092329105QC.nc,0.0024490855795320753,211.67999877929685,14.100805,2.727598,2010236N12341,3.0,15.0,1,555.2489749690146,True
data/sondes/qc/HURR1_/g092329109QC.nc,0.0017981412186328868,211.42999877929685,6.3909883,23.683449,2010236N12341,3.0,20.0,2,340.08461638868937,True
data/sondes/qc/HURR1_/g092329113QC.nc,0.0028491489717252776,213.64999999999998,16.063662,7.610197,2010236N12341,3.0,20.0,1,818.4354438701253,True
data/sondes/qc/HURR1_/g092329118QC.nc,0.0022931872552943563,209.6299995422363,10.902765,-0.32703206,2010236N12341,3.0,15.0,4,526.7080580564835,False
data/sondes/qc/HURR1_/g092329125QC.nc,0.0020252737270222265,206.98000183105466,-1.9185753,15.606978,2010236N12341,4.0,20.0,1,386.40733161837113,True
data/sondes/qc/HURR1_/g092329128QC.nc,0.003315182128019617,212.08999862670896,1.0994798,19.260366,2010236N12341,3.0,20.0,1,417.40038128186615,False
data/sondes/qc/HURR1_/g092349001QC.nc,0.0056981178557488025,211.83999862670896,-3.3333435,-2.7058244,2010176N16278,1.0,15.0,3,251.06122797239124,False
data/sondes/qc/HURR1_/g092349004QC.nc,0.002317636310100841,212.23000183105466,21.370855,17.691296,2010236N12341,4.0,15.0,1,760.6861245993168,True
data/sondes/qc/HURR1_/g092349005QC.nc,0.003614389572509549,212.76000061035154,-14.712843,13.563228,2010236N12341,2.0,25.0,1,320.91671111363996,True
data/sondes/qc/HURR1_/g092349024QC.nc,0.0036278385425151344,218.74999847412107,-7.3702097,32.456165,2010236N12341,4.0,17.0,2,258.3937597324396,True
data/sondes/qc/HURR1_/g092349025QC.nc,0.002662893264669807,212.58999862670896,-3.7449121,8.629917,2010236N12341,3.0,20.0,3,150.1630609597844,False
data/sondes/qc/HURR1_/g092349032QC.nc,0.003265941402194481,217.17000045776365,-3.1521232,13.978739,2010236N12341,4.0,17.0,2,637.2543425347365,True
data/sondes/qc/HURR1_/g092349047QC.nc,0.003851445404774643,212.85000076293943,0.42087394,8.830185,2010198N15123,0.0,15.0,2,15064.18533208304,False
data/sondes/qc/HURR1_/g092349048QC.nc,0.0032095862522466432,211.65999832153318,-21.278816,6.382542,2010203N22286,0.0,35.0,2,395.2925321981966,True
data/sondes/qc/HURR1_/g092349049QC.nc,0.0015180225209979917,210.8799995422363,18.868519,16.233143,2010236N12341,3.0,20.0,1,540.384275908305,False
data/sondes/qc/HURR1_/g092349053QC.nc,0.0024150873342021944,211.23000183105466,1.5631101,-5.3060966,2010236N12341,3.0,20.0,2,770.452663959784,True
data/sondes/qc/HURR1_/g092349063QC.nc,0.0014352645077315097,205.7000030517578,-7.271872,-14.232013,2010236N12341,0.0,25.0,4,543.9356977092812,False
data/sondes/qc/HURR1_/g092349064QC.nc,0.006770286028902464,217.08999862670896,-15.48532,0.021165393,2010236N12341,2.0,25.0,3,346.4799255205795,True
data/sondes/qc/HURR1_/g092429009QC.nc,0.0027496946999304326,211.7800010681152,-7.1283245,-4.9848604,2010236N12341,0.0,25.0,2,546.9033201911094,True
data/sondes/qc/HURR1_/g092429015QC.nc,0.003059439350013986,214.92000045776365,2.30931,4.703739,2010242N14318,0.0,62.0,2,697.1854425677333,True
data/sondes/qc/HURR1_/g092429023QC.nc,0.004017604831470804,216.19000091552732,-4.7487125,-12.351544,2010203N22286,0.0,35.0,2,977.5734962712079,True
data/sondes/qc/HURR1_/g092429024QC.nc,0.0026102528425105995,208.28999938964841,-16.132334,7.2088203,2010203N22286,0.0,35.0,1,374.27666534108084,True
data/sondes/qc/HURR1_/g092429026QC.nc,0.0025344588369981516,207.80000152587888,-10.417657,8.677476,2010203N22286,0.0,35.0,1,350.53078958930604,False
data/sondes/qc/HURR1_/g092429028QC.nc,0.02068962233838576,238.0300010681152,-16.751453,-21.163975,2010203N22286,0.0,35.0,2,890.3785251175954,True
data/sondes/qc/HURR1_/g092429030QC.nc,0.0024795773568774583,206.53999938964841,-0.54764354,-2.6784978,2010198N15123,1.0,15.0,3,15458.6978693648,True
data/sondes/qc/HURR1_/g092429031QC.nc,0.004043356853794558,215.210001373291,-1.8320638,3.1082382,2010198N15123,0.0,15.0,2,14713.241691202715,False
data/sondes/qc/HURR1_/g092429032QC.nc,0.003617158814300512,216.460001373291,-10.12326,9.484426,2010236N12341,0.0,25.0,2,395.63026557813816,True
data/sondes/qc/HURR1_/g092429035QC.nc,0.004625676577164634,209.64999999999998,-12.589704,2.6088054,2010188N21269,-1.0,65.0,3,195.33781373674822,False
data/sondes/qc/HURR1_/g092429037QC.nc,0.0024944534969263184,208.1399978637695,-14.57235,1.3450576,2010203N22286,0.0,35.0,1,377.3780198088792,True
data/sondes/qc/HURR1_/g092429042QC.nc,0.004613509878627317,216.9699996948242,-6.1677017,8.986804,2010203N22286,0.0,35.0,2,340.4514013560462,True
data/sondes/qc/HURR1_/g092429046QC.nc,0.004530667412539255,213.92999877929685,2.9432905,3.812442,2010236N12341,3.0,20.0,4,417.26202184403115,False
data/sondes/qc/HURR1_/g092429047QC.nc,0.0034696414361273633,214.64000167846677,0.08476623,11.04632,2010236N12341,3.0,20.0,4,653.3376123508173,False
data/sondes/qc/HURR1_/g092429048QC.nc,0.003667310397596456,217.58999862670896,-12.927945,-8.291352,2010242N14318,0.0,62.0,2,253.95391175942777,True
data/sondes/qc/HURR1_/g092429049QC.nc,0.0018786070178698844,207.28999938964841,-1.4845787,13.618096,2010236N12341,4.0,20.0,1,328.42082516277185,True
data/sondes/qc/HURR1_/g092429057QC.nc,0.00392378294811438,210.0300010681152,-8.597614,4.540563,2010188N21269,-1.0,65.0,3,262.99420574429223,False
data/sondes/qc/HURR1_/g092429063QC.nc,0.003852346460754501,216.8099998474121,5.27444,-20.84656,2010188N21269,-1.0,65.0,1,845.3590915513689,True
data/sondes/qc/HURR1_/g092429064QC.nc,0.003077639064360026,216.08000030517576,-10.958065,20.933619,2010236N12341,3.0,15.0,2,256.63786761627733,False
data/sondes/qc/HURR1_/g092429066QC.nc,0.0018327364745883829,210.90999832153318,-6.7870426,16.863674,2010236N12341,4.0,15.0,3,292.05771338006286,False
data/sondes/qc/HURR1_/g092429069QC.nc,0.002373839818862518,211.14000167846677,15.349158,0.5481041,2010236N12341,3.0,15.0,1,626.2562473721079,True
data/sondes/qc/HURR1_/g092429070QC.nc,0.0027623977295509047,213.83999862670896,16.456675,18.176226,2010236N12341,4.0,15.0,1,582.8355944291567,True
data/sondes/qc/HURR1_/g092429071QC.nc,0.0015637364540622997,207.8899978637695,1.1254207,-6.3612905,2010236N12341,4.0,20.0,4,589.2540890125036,False
